#, Max. MW, RT [min], Area, Max. m/z
61, 332.0752, 0.83, 108411.98, 331.0679
62, 389.9901, 0.83, 161456.89, 388.9828
63, 352.0674, 0.83, 51371.31, 351.0601
64, 238.0151, 0.83, 84544.97, 237.0078
65, 392.0057, 0.84, 1037413.31, 390.9985
66, 118.0269, 0.84, 262065.67, 117.0197
67, 148.0372, 0.85, 2219806.50, 147.0299
68, 478.1332, 0.85, 27967.74, 477.1260
69, 252.0849, 0.85, 45044.94, 251.0776
70, 170.0215, 0.85, 107043.59, 169.0142
71, 383.1082, 0.85, 108932.40, 382.1009
72, 206.0428, 0.85, 189680.56, 205.0355
73, 474.1017, 0.85, 55582.51, 473.0945
74, 502.1907, 0.85, 31474.27, 501.1835
75, 360.0700, 0.86, 79136.70, 359.0627
76, 348.0868, 0.86, 55506.78, 347.0795
77, 276.1021, 0.87, 82505.70, 275.0949
78, 1234.2273, 0.87, 92136.70, 1233.2200
79, 617.1167, 0.87, 2138478.25, 616.1095
80, 220.0043, 0.87, 65463.46, 218.9970
81, 715.0868, 0.87, 133079.47, 714.0795
82, 146.0579, 0.88, 67551.20, 145.0507
83, 615.1009, 0.88, 219381.08, 614.0937
84, 370.0362, 0.88, 77722.27, 369.0289
85, 458.1068, 0.89, 90720.63, 457.0995
86, 394.0575, 0.90, 73889.61, 393.0502
87, 514.1908, 0.90, 7994.83, 514.1796
88, 369.1068, 0.90, 414388.97, 368.0995
89, 381.1642, 0.90, 48536.61, 380.1569
90, 324.1427, 0.91, 26506.88, 323.1354
91, 391.0899, 0.92, 14264.56, 391.0702
92, 148.0736, 0.92, 286490.16, 147.0664
93, 148.0373, 0.92, 667301.75, 147.0300
94, 349.1064, 0.93, 29718.75, 349.0957
95, 178.0478, 0.93, 634787.50, 177.0405
96, 434.1069, 0.94, 33099.29, 433.0996
97, 316.0799, 0.95, 1155220.13, 315.0727
98, 392.0057, 0.95, 2592381.75, 390.9984
99, 238.0514, 0.95, 142459.78, 237.0441
100, 617.1170, 0.96, 1203760.38, 616.1098
101, 206.0792, 0.96, 192480.86, 205.0719
102, 615.1010, 0.96, 228490.45, 614.0938
103, 280.1162, 0.97, 317738.97, 279.1090
104, 607.1823, 0.97, 11482.84, 607.1883
105, 219.1110, 0.98, 163777.91, 218.1037
106, 474.1017, 0.98, 79392.88, 473.0944
107, 148.0736, 1.00, 1973086.88, 147.0664
108, 231.0205, 1.00, 95493.09, 230.0132
109, 729.1593, 1.01, 41084.97, 728.1520
110, 464.1902, 1.01, 199840.20, 463.1830
111, 728.2009, 1.01, 64237.13, 727.1936
112, 434.1434, 1.02, 257059.73, 433.1361
113, 414.0885, 1.02, 103955.95, 413.0813
114, 352.0932, 1.02, 110847.45, 351.0859
115, 450.1747, 1.03, 60224.30, 449.1675
116, 632.1957, 1.03, 72825.31, 631.1884
117, 154.0631, 1.03, 134688.25, 153.0558
118, 494.1638, 1.03, 146103.63, 495.1552
119, 478.1696, 1.03, 88573.41, 477.1623
120, 596.2326, 1.03, 48947.64, 595.2253
121, 316.1164, 1.03, 1034356.50, 315.1092
122, 162.0528, 1.03, 2332625.25, 161.0456
123, 406.1483, 1.03, 52689.58, 405.1411
124, 490.1697, 1.03, 78778.95, 489.1624
125, 514.1730, 1.03, 22051.79, 513.1657
126, 595.1473, 1.04, 36969.87, 594.1400
127, 174.0529, 1.04, 123914.56, 173.0457
128, 198.0563, 1.05, 280754.44, 197.0490
129, 180.0455, 1.05, 654800.81, 179.0383
130, 415.0548, 1.05, 43355.82, 414.0476
131, 491.2055, 1.06, 41256.04, 490.1982
132, 300.0851, 1.06, 137433.42, 299.0778
133, 154.0267, 1.06, 275156.00, 153.0194
134, 583.1990, 1.07, 47431.19, 582.1917
135, 882.2027, 1.09, 13831.78, 881.1954
136, 132.0425, 1.10, 73897.70, 131.0353
137, 284.0472, 1.10, 75017.91, 283.0400
138, 372.1066, 1.11, 74709.22, 371.0993
139, 719.2223, 1.13, 24563.53, 718.2151
140, 349.1064, 1.16, 23086.29, 349.0957
141, 505.2215, 1.16, 39634.93, 504.2142
142, 1154.2661, 1.17, 14532.68, 1153.2588
143, 162.0528, 1.18, 2471928.50, 161.0455
144, 162.0528, 1.18, 2500633.00, 161.0455
145, 220.0585, 1.18, 223774.13, 219.0512
146, 174.0164, 1.18, 155659.66, 173.0091
147, 375.0854, 1.18, 855378.25, 375.0748
148, 532.1070, 1.20, 82074.42, 531.0998
149, 178.0265, 1.20, 1681218.00, 177.0192
150, 522.1953, 1.21, 41424.61, 521.1880
151, 312.0484, 1.21, 11480217.00, 311.0411
152, 958.1185, 1.21, 18266.81, 957.1113
153, 360.1428, 1.21, 19822.44, 360.1417
154, 672.1903, 1.22, 53485.21, 671.1830
155, 662.0515, 1.22, 111507.88, 661.0442
156, 989.0545, 1.22, 14303.48, 988.0472
157, 150.0164, 1.22, 4436121.50, 149.0091
158, 622.7894, 1.22, 20557.23, 311.3808
159, 310.0328, 1.22, 2893619.25, 309.0255
160, 677.0079, 1.22, 21670.35, 676.0006
161, 974.0931, 1.22, 18268.62, 973.0858
162, 935.9407, 1.23, 77012.30, 311.2935
163, 144.0423, 1.23, 1092072.00, 143.0350
164, 936.1421, 1.23, 75513.02, 935.1349
165, 646.0783, 1.23, 153493.75, 645.0710
166, 888.1740, 1.23, 81091.80, 887.1667
167, 740.1946, 1.23, 37908.45, 739.1873
168, 1202.2350, 1.23, 49250.27, 1201.2277
169, 623.9876, 1.23, 16966.06, 622.9803
170, 890.1896, 1.23, 618298.00, 889.1823
171, 622.8729, 1.23, 20749.79, 622.8569
172, 578.1429, 1.23, 464499.94, 577.1356
173, 640.0911, 1.23, 63465.94, 639.0839
174, 622.0812, 1.23, 858915.94, 621.0739
175, 722.0712, 1.23, 25963.83, 721.0639
176, 624.0966, 1.23, 5773068.00, 623.0894
177, 1872.0629, 1.23, 71297.52, 623.6670
178, 180.0422, 1.24, 3507857.25, 179.0349
179, 620.0648, 1.24, 25588.71, 619.0576
